S/N,HS Code,HS Description,HS Qty Unit,Competent Authorities - Controlling by HS Code,,,CA Product Code,CA Product Description,CA Product Qty Unit,Competent Authorities - Controlling by Product Code,,,Duty Rates,
16286,55112090,OTHER YARN OF SYNTHETIC STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16287,55113000,YARN OF ARTIFICIAL STAPLE FIBRES FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16288,55121100,UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16289,55121900,OTHER WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16290,55122100,UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16291,55122900,OTHER WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16292,55129100,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES NOT ELSEWHERE SPECIFIED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16293,55129900,OTHER WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES NOT ELSEWHERE SPECIFIED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16294,55131100,UNBLEACHED OR BLEACHED WOVEN FABRICS OF POLYESTER STAPLE FIBRES PLAIN WEAVE CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16295,55131200,UNBLEACHED OR BLEACHED WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES 3-THREAD OR 4-THREAD TWILL INCL CROSS TWILL CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16296,55131300,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS OF POLYESTER STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16297,55131900,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16298,55132100,DYED WOVEN FABRICS OF POLYESTER STAPLE FIBRES PLAIN WEAVE CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16299,55132300,OTHER DYED WOVEN FABRICS OF POLYESTER STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16300,55132900,OTHER DYED WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16301,55133100,WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS OF POLYESTER STAPLE FIBRES PLAIN WEAVE CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16302,55133900,OTHER WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS OF SYNTHETIC STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16303,55134100,PRINTED WOVEN FABRICS OF POLYESTER STAPLE FIBRES PLAIN WEAVE CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16304,55134900,OTHER PRINTED WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT NOT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16305,55141100,UNBLEACHED OR BLEACHED WOVEN FABRICS OF POLYESTER STAPLE FIBRES PLAIN WEAVE CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16306,55141200,UNBLEACHED OR BLEACHED WOVEN FABRICS OF POLYESTER STAPLE FIBRES 3-THREAD OR 4-THREAD TWILL INCL CROSS TWILL CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16307,55141900,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16308,55142100,DYED WOVEN FABRICS OF POLYESTER STAPLE FIBRES PLAIN WEAVE CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16309,55142200,DYED WOVEN FABRICS OF POLYESTER STAPLE FIBRES 3-THREAD OR 4-THREAD TWILL INCL CROSS TWILL CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16310,55142300,OTHER DYED WOVEN FABRICS OF POLYESTER STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16311,55142900,OTHER DYED WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16312,55143000,WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS OF SYNTHETIC STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16313,55144100,PRINTED WOVEN FABRICS OF POLYESTER STAPLE FIBRES PLAIN WEAVE CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16314,55144200,PRINTED WOVEN FABRICS OF POLYESTER STAPLE FIBRES 3-THREAD OR 4-THREAD TWILL INCL CROSS TWILL CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16315,55144300,OTHER PRINTED WOVEN FABRICS OF POLYESTER STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16316,55144900,OTHER PRINTED WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES MIXED MAINLY WITH COTTON & WEIGHT OVER 170G/M2 (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16317,55151100,OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES MIXED MAINLY WITH VISCOSE RAYON STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16318,55151200,OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES MIXED MAINLY WITH MAN-MADE FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16319,55151300,OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16320,55151900,OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16321,55152100,OTHER WOVEN FABRICS OF ACRYLIC OR MODACRYLIC STAPLE FIBRES MIXED MAINLY WITH MAN-MADE FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16322,55152200,OTHER WOVEN FABRICS OF ACRYLIC OR MODACRYLIC STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16323,55152900,OTHER WOVEN FABRICS OF ACRYLIC OR MODACRYLIC STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16324,55159100,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES MIXED MAINLY WITH MAN-MADE FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16325,55159910,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16326,55159990,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16327,55161100,UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16328,55161200,DYED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16329,55161300,WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16330,55161400,PRINTED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16331,55162100,UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH MAN MADE FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16332,55162200,DYED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH MAN MADE FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16333,55162300,WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH MAN MADE FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16334,55162400,PRINTED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH MAN MADE FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16335,55163100,UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16336,55163200,DYED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16337,55163300,WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIRS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16338,55163400,PRINTED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16339,55164100,UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16340,55164200,DYED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16341,55164300,WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16342,55164400,PRINTED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16343,55169100,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16344,55169200,OTHER DYED WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16345,55169300,OTHER WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS OF ARTIFICIAL STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16346,55169400,OTHER PRINTED WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16347,56012100,WADDING & ARTICLES THEREOF OF COTTON (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16348,56012210,WADDING & ARTICLES THEREOF OF MAN MADE FIBRES CIGARETTE TOW (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16349,56012290,OTHER WADDING & ARTICLES THEREOF OF MAN MADE FIBRES (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16350,56012900,OTHER WADDING & ARTICLES THEREOF (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16351,56013010,POLYAMIDE FIBRE FLOCK (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16352,56013020,POLYPROPYLENE FIBRE FLOCK (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16353,56013090,OTHER TEXTILE FLOCK DUST & MILL NEPS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16354,56021000,NEEDLELOOM FELT & STITCH-BONDED FIBRE FABRICS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16355,56022100,OTHER FELT OF WOOL OR FINE ANIMAL HAIR NOT IMPREGNATED COATED COVERED OR LAMINATED (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16356,56022900,OTHER FELT OF OTHER TEXTILE MATERIALS NOT IMPREGNATED COATED COVERED OR LAMINATED (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16357,56029000,OTHER FELT IMPREGNATED COATED COVERED OR LAMINATED (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16358,56031100,NONWOVENS OF MAN-MADE FILAMENTS NOT MORE THAN 25G/M2 (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16359,56031200,NONWOVENS OF MAN-MADE FILAMENTS MORE THAN 25 - UNDER 70G/M2 (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16360,56031300,NONWOVENS OF MAN-MADE FILAMENTS MORE THAN 70 - UNDER 150G/M2 (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16361,56031400,NONWOVENS OF MAN-MADE FILAMENTS MORE THAN 150G/M2 (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16362,56039100,OTHER NONWOVENS NOT MORE THAN 25G/M2 (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16363,56039200,OTHER NONWOVENS MORE THAN 25 - UNDER 70G/M2 (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16364,56039300,OTHER NONWOVENS MORE THAN 70 - UNDER 150G/M2 (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16365,56039400,OTHER NONWOVENS MORE THAN 150G/M2 (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16366,56041000,RUBBER THREAD & CORD TEXTILE COVERED (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16367,56049010,IMITATION CATGUT OF SILK YARN IMPREGNATED COATED COVERED OR SHEATHED WITH RUBBER OR PLASTICS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16368,56049020,RUBBER IMPREGNATED TEXTILE THREAD YARN (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16369,56049030,HIGH TENACITY YARN OF POLYESTERS OF NYLON OTHER POLYAMIDES OR OF VISCOSE RAYON IMPREGNATED COATED COVERED OR SHEATHED WITH RUBBER OR PLASTICS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16370,56049090,OTHER TEXTILE YARN STRIP & THE LIKE OF HEADING 5404 OR 5405 IMPREGNATED COATED COVERED OR SHEATHED WITH RUBBER OR PLASTICS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16371,56050000,METALLISED YARN STRIP OR THE LIKE OF HEADING 5404 OR 5405 COMBINED WITH METAL IN FORM OF THREAD STRIP OR POWDER OR COVERED WITH METAL (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16372,56060000,GIMPED YARN STRIP & THE LIKE OF HEADING 5404 OR 5405 CHENILLE & LOOP WALE YARN (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16373,56072100,BINDER OR BALER TWINE OF SISAL OR OTHER TEXTILE FIBRES OF AGAVE (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16374,56072900,OTHER TWINE CORDAGE ROPES & CABLES OF SISAL OR OTHER TEXTILE FIBRES OF AGAVE (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16375,56074100,BINDER OR BALER TWINE OF POLYETHYLENE OR POLYPROPYLENE (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16376,56074900,OTHER TWINE CORDAGE ROPES & CABLES OF POLYETHYLENE OR POLYPROPYLENE (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16377,56075010,V BELT CORD OF MAN-MADE FIBRES TREATED WITH RESORCINOL FORMALDEHYDE POLYAMIDE & POLYTETRAFLUORO-ETHYLENE YARNS OVER 10 000 DECITEX FOR SEALING PUMPS VALVES & SIMILAR ARTICLES (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16378,56075090,OTHER TWINE CORDAGE ROPES & CABLES OF OTHER SYNTHETIC FIBRES (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16379,56079010,TWINE CORDAGE ROPES & CABLES OF ARTIFICIAL FIBRES (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16380,56079021,TWINE CORDAGE ROPES & CABLES OF ABACA (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16381,56079022,TWINE CORDAGE ROPES & CABLES OF OTHER HARD FIBRES (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16382,56079030,TWINE CORDAGE ROPES & CABLES OF JUTE OR OTHER TEXTILE BAST FIBRES OF HEADING 5303 (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16383,56079090,TWINE CORDAGE ROPES & CABLES OF OTHER FIBRES (TNE),TNE,-,-,-,-,-,-,-,-,-,-,-
16384,56081100,MADE UP FISHING NETS OF MAN-MADE TEXTILE MATERIALS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16385,56081920,NET BAGS OF MAN-MADE TEXTILE MATERIALS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16386,56081990,KNOTTED NETTING OF TWINE CORDAGE OR ROPE OF MAN MADE TEXTILE MATERIALS & OTHER MADE UP NETS OF MAN MADE TEXTILE MATERIALS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16387,56089010,NET BAGS OF OTHER TEXTILE MATERIALS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16388,56089090,KNOTTED NETTING OF TWINE CORDAGE OR ROPE OF OTHER TEXTILE MATERIALS & OTHER MADE UP NETS OF OTHER TEXTILE MATERIALS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16389,56090000,ARTICLES OF YARN STRIP OR THE LIKE OF HEADING 5404 OR 5405 TWINE CORDAGE ROPES CABLES NOT ELSEWHERE SPECIFIED (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16390,57011010,PRAYER RUGS KNOTTED OF WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16391,57011090,CARPETS & OTHER TEXTILE FLOOR COVERINGS KNOTTED OF WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16392,57019011,PRAYER RUGS KNOTTED OF COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16393,57019019,CARPETS & OTHER TEXTILE FLOOR COVERINGS KNOTTED OF COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16394,57019020,CARPETS & OTHER TEXTILE FLOOR COVERINGS KNOTTED OF JUTE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16395,57019091,PRAYER RUGS KNOTTED OF OTHER TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16396,57019099,CARPETS & OTHER TEXTILE FLOOR COVERINGS KNOTTED OF OTHER TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16397,57021000,KELEM SCHUMACKS KARAMANIE & SIMILAR HANDWOVEN RUGS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16398,57022000,FLOOR COVERINGS OF COCONUT FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16399,57023100,OTHER NOT MADE UP PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16400,57023200,OTHER NOT MADE UP PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF MAN-MADE TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16401,57023910,OTHER NOT MADE UP PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16402,57023920,OTHER NOT MADE UP PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF JUTE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16403,57023990,OTHER NOT MADE UP PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF OTHER TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16404,57024110,OTHER MADE UP PILE CONSTRUCTED PRAYER RUGS OF WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16405,57024190,OTHER MADE UP PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16406,57024210,OTHER MADE UP PILE CONSTRUCTED PRAYER RUGS OF MAN-MADE TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16407,57024290,OTHER MADE UP PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF MAN-MADE TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16408,57024911,OTHER MADE UP PILE CONSTRUCTED PRAYER RUGS OF COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16409,57024919,OTHER MADE UP PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16410,57024920,OTHER MADE UP PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF JUTE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16411,57024991,OTHER MADE UP PILE CONSTRUCTED PRAYER RUGS OF OTHER TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16412,57024999,OTHER MADE UP PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF OTHER TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16413,57025010,OTHER NOT MADE UP NOT PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16414,57025020,OTHER NOT MADE UP NOT PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF JUTE FIBRES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16415,57025090,OTHER NOT MADE UP NOT PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF OTHER TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16416,57029110,OTHER MADE UP NOT PILE CONSTRUCTED PRAYER RUGS OF WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16417,57029190,OTHER MADE UP NOT PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF WOOL OR FINE ANIMAL HAIR (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16418,57029210,OTHER MADE UP NOT PILE CONSTRUCTED PRAYER RUGS OF MAN MADE TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16419,57029290,OTHER MADE UP NOT PILE CONSTRUCTED CARPETS & OTHER FLOOR COVERINGS OF MAN MADE TEXTILE MATERIALS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16420,57029911,OTHER MADE UP NOT PILE CONSTRUCTED PRAYER RUGS OF COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
